

<<ROLLBACK_START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(21-FEB-2025 14:59:18)
2,5,C,6,30/01/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,6,30/01/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,7,18/11/2006 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,7,18/11/2006 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,7,30/01/2024 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,7,30/01/2024 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,7,01/02/2024 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,7,01/02/2024 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,8,18/11/2006 00:00:00,2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,8,18/11/2006 00:00:00,2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,9,18/11/2006 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,9,18/11/2006 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,10,18/11/2006 00:00:00,4,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,10,18/11/2006 00:00:00,4,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,11,18/11/2006 00:00:00,5,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,11,18/11/2006 00:00:00,5,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,12,18/11/2006 00:00:00,6,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,12,18/11/2006 00:00:00,6,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,12,01/10/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,12,01/10/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,12,01/02/2024 00:00:00,6,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,12,01/02/2024 00:00:00,6,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,1,C,54,31/01/2018 00:00:00,P1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,1,C,54,31/01/2018 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,1,C,55,31/01/2018 00:00:00,P1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,1,C,55,31/01/2018 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,1,C,59,01/01/2020 00:00:00,P15,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,B,9,01/01/2020 00:00:00,B,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,B,9,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,B,10,01/01/2020 00:00:00,B,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,B,10,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,B,11,01/01/2020 00:00:00,B,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,B,11,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,C,2,16/07/2009 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,C,2,16/07/2009 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,C,3,16/07/2009 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,2,C,3,09/05/2022 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,3,24/03/2005 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,3,24/03/2005 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,3,21/04/2006 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,3,21/04/2006 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,8,24/03/2005 00:00:00,0,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,8,21/04/2006 00:00:00,0,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,3,C,8,21/04/2010 00:00:00,C,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,18,01/02/2024 00:00:00,P10,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,18,01/02/2024 00:00:00,P10,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,19,01/02/2024 00:00:00,P11,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,19,01/02/2024 00:00:00,P11,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,20,01/02/2024 00:00:00,P10,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,20,01/02/2024 00:00:00,P10,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,21,01/02/2024 00:00:00,P8,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,21,01/02/2024 00:00:00,P8,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,24,01/02/2024 00:00:00,P9,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,24,01/02/2024 00:00:00,P9,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,27,01/02/2024 00:00:00,P8,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,27,01/02/2024 00:00:00,P8,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,28,01/10/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,28,01/10/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,28,01/02/2024 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,28,01/02/2024 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,29,01/02/2024 00:00:00,P12,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,5,C,29,01/02/2024 00:00:00,P12,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,2,05/12/2007 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,2,05/12/2007 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,8,05/12/2007 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,9,05/12/2007 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,10,05/12/2007 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,11,05/12/2007 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,11,05/12/2007 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,13,05/12/2007 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,13,05/12/2007 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,18,05/12/2007 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,6,C,18,05/12/2007 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,1,03/12/2007 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,1,03/12/2007 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,3,03/12/2007 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,4,03/12/2007 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,7,03/12/2007 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,11,03/12/2007 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,7,C,11,20/04/2022 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,8,C,8,22/07/2009 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,1,01/04/2015 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,1,01/04/2015 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,2,04/08/2012 00:00:00,2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,2,04/08/2012 00:00:00,2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,2,01/04/2015 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,2,01/04/2015 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,2,01/09/2023 00:00:00,2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,2,01/09/2023 00:00:00,2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,3,01/04/2015 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,11,C,3,01/04/2015 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,3,12/09/2022 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,3,12/09/2022 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,5,12/09/2022 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,5,12/09/2022 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,01/01/2020 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,01/01/2020 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,01/01/2020 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,01/01/2020 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,01/01/2020 00:00:00,P5,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,12/09/2022 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,6,12/09/2022 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,7,01/01/2020 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,7,01/01/2020 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,14,12/09/2022 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,14,12/09/2022 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,19,01/12/2024 00:00:00,P7,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,13,C,19,01/12/2024 00:00:00,P7,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,1,01/07/2022 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,1,01/07/2022 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,3,09/06/2022 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,3,09/06/2022 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,3,15/07/2022 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,3,15/07/2022 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,4,09/06/2022 00:00:00,4,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,4,09/06/2022 00:00:00,4,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,4,15/07/2022 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,4,15/07/2022 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,7,09/06/2022 00:00:00,R,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,14,C,8,09/06/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,15,C,1,17/11/2010 00:00:00,R,RLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,15,C,3,17/11/2010 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:20)	 (Not Deleted)
2,15,C,3,17/11/2010 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,3,13/02/2015 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,3,13/02/2015 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,3,16/07/2023 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,3,16/07/2023 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,4,17/11/2010 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,4,17/11/2010 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,6,20/07/2021 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,6,01/02/2024 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,6,01/02/2024 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,7,20/07/2021 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,7,20/07/2021 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,8,20/07/2021 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,8,20/07/2021 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,15,C,17,01/06/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,17,C,1,28/07/2016 00:00:00,R,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,18,C,1,11/08/2016 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,18,C,3,11/08/2016 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,1,09/03/2017 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,2,09/03/2017 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,2,01/12/2023 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,2,01/12/2023 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,3,09/03/2017 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,3,09/03/2017 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,3,01/12/2023 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,3,01/12/2023 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,4,09/03/2017 00:00:00,4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,4,09/03/2017 00:00:00,4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,4,28/02/2022 00:00:00,4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,4,28/02/2022 00:00:00,4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,9,01/12/2023 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,9,01/12/2023 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,12,01/12/2023 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,12,01/12/2023 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,13,01/12/2023 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,13,01/12/2023 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,15,01/12/2023 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,15,01/12/2023 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,16,01/12/2023 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,20,C,16,01/12/2023 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,1,01/04/2024 00:00:00,P6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,1,01/04/2024 00:00:00,P6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,3,28/11/2017 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,3,01/04/2024 00:00:00,P6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,3,01/04/2024 00:00:00,P6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,4,28/11/2017 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,5,28/11/2017 00:00:00,6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,5,28/11/2017 00:00:00,6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,21,C,5,01/07/2022 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,22,C,1,03/07/2019 00:00:00,C,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,22,C,2,03/07/2019 00:00:00,C,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,23,C,1,04/10/2019 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,23,C,2,04/10/2019 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,24,C,6,02/12/2019 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,25,C,1,09/12/2019 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,25,C,3,09/12/2019 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,25,C,3,09/12/2019 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,25,C,8,28/02/2024 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,25,C,8,28/02/2024 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,3,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,4,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,5,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,6,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,8,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,9,01/01/2020 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,14,01/02/2023 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,18,01/01/2023 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,18,01/01/2023 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,26,C,18,01/02/2023 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,31,C,2,01/05/2020 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,31,C,2,01/05/2020 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,104,C,3,07/03/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,06/01/2023 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/07/2023 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/01/2024 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/01/2024 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/01/2024 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/01/2024 00:00:00,P6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/01/2024 00:00:00,P6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,1,01/09/2024 00:00:00,P5,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,2,01/07/2023 00:00:00,6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,2,01/07/2023 00:00:00,6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,2,01/01/2024 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,2,01/01/2024 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,2,01/01/2024 00:00:00,P6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,2,01/01/2024 00:00:00,P6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,3,06/01/2023 00:00:00,3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,3,06/01/2023 00:00:00,3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,3,01/01/2024 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,3,01/01/2024 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,3,01/01/2024 00:00:00,P6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,3,01/01/2024 00:00:00,P6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,4,01/01/2024 00:00:00,P3,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,4,01/01/2024 00:00:00,P3,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,4,01/01/2024 00:00:00,P6,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,105,C,4,01/01/2024 00:00:00,P6,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,106,C,1,14/06/2023 00:00:00,1,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,106,C,1,14/06/2023 00:00:00,1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,33,C,1,01/02/2023 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,34,C,3,05/01/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,34,C,5,16/08/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,34,C,10,16/08/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,35,C,2,01/01/2021 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,1,01/01/2021 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,1,01/01/2021 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,2,01/01/2021 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,2,01/01/2021 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,4,01/01/2021 00:00:00,4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,4,01/01/2021 00:00:00,4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,6,01/01/2021 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,9,01/06/2023 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,9,01/06/2023 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,10,01/06/2023 00:00:00,P4,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,36,C,10,01/06/2023 00:00:00,P4,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,38,C,2,04/08/2021 00:00:00,2,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,38,C,2,04/08/2021 00:00:00,2,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,38,C,3,04/08/2021 00:00:00,P1,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,38,C,3,01/03/2023 00:00:00,P2,DLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,38,C,3,01/03/2023 00:00:00,P2,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
2,228,C,3,14/11/2016 00:00:00,B,RLNG, 	(21-FEB-2025 14:59:21)	 (Not Deleted)
