2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,268,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,116,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,116,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,116,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,116,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,116,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,116,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,152,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,152,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,152,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,152,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,152,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,152,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,0,0,,0,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,0,0,,1,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,0,0,,2,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,0,0,,2,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,154,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,0,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,1,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,2,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,3,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,4,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,5,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,0,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,166,,0,0,,1,T,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)
2,256,,1,0,,0,N,,, 	(03-APR-2025 19:12:46)	 (Not Deleted)

TOTAL DATA DELETED :, 60,,,,,,, 	(03-APR-2025 19:12:46)
 
<<ROLLBACK_END>>,<<FMS_TRADER_CONT_BU()>>,,,,,,, 	(03-APR-2025 19:12:46)
 
