2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-81L133-0-1-0-1,5,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-82L133-0-1-0-2,5,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-83,5,4,3,G, 	(16-MAY-2025 14:13:35)	 (Not Inserted)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1361S1-0-2-0-1,162,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1141S2-0-1-0-1,104,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-581S1-0-6-0-1,37,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-1361S1-0-3-0-1,162,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-371S1-0-15-0-1,,3,1,G, 	(16-MAY-2025 14:13:35)	 (Not Inserted)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-372S1-0-15-0-2,,3,2,G, 	(16-MAY-2025 14:13:35)	 (Not Inserted)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-381S1-0-8-0-1,24,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1101S1-0-4-0-1,63,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1608-701S1-0-8-0-1,39,8,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1101S1-0-4-1-1,63,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-412L24-0-1-0-2,27,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-292L5-0-1-0-2,18,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1211L3-0-1-0-1,67,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1032L5-0-1-0-2,57,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-721,41,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-722L25-0-1-0-2,41,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-374S1-0-17-0-4,,4,4,G, 	(16-MAY-2025 14:13:35)	 (Not Inserted)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1132,105,4,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-892S1-0-3-0-2,50,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-1361S1-0-1-0-1,162,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-261,15,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-783L5-0-1-0-3,42,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-841S1-0-1-2-1,46,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1001S1-0-2-0-1,54,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-411L22-0-1-0-1,27,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1211L1-0-1-0-1,67,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-472L6-0-1-0-2,32,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1161L3-0-1-0-1,158,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-881S1-0-8-0-1,49,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1201L1-0-1-0-1,107,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-82L124-0-1-0-2,5,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-22,2,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-851S1-0-1-1-1,47,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1141S1-0-1-0-1,104,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-443L7-0-1-0-3,30,1,3,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-91L33-0-1-0-1,6,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-381S1-0-5-0-1,24,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-881S1-0-9-0-1,49,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-347S1-0-14-0-7,154,4,7,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1282L1-0-1-0-2,106,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1282L1-0-1-0-2,106,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-81L107-0-1-0-1,5,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-82L108-0-1-0-2,5,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-83L109-0-1-0-3,5,1,3,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-84L110-0-1-0-4,5,1,4,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-85L111-0-1-0-5,5,1,5,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-784L6-0-1-0-4,42,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-443L8-0-1-0-3,30,1,3,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-401L10-0-1-0-1,26,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-402L10-0-1-0-2,26,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-403L11-0-1-0-3,26,1,3,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-1211L2-0-1-0-1,67,1,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-892L3-0-1-0-2,50,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-292L3-0-1-0-2,18,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-83L121-0-1-0-3,5,1,3,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-332S1-0-30-1-2,20,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-881S1-0-7-1-1,49,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1606-332S1-0-30-0-2,20,6,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-782L7-0-1-0-2,42,4,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-332S1-0-30-2-2,20,3,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-892S1-0-3-0-2,50,3,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-332S1-0-32-0-2,20,3,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-333S1-0-28-0-3,20,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-1101S1-0-2-0-1,63,4,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-581S1-0-5-0-1,37,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-892L1-0-1-0-2,50,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-402L9-0-1-0-2,26,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1601-472L7-0-1-0-2,32,1,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1603-1001,54,3,1,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-1-1604-542S1-0-3-1-2,34,4,2,G, 	(16-MAY-2025 14:13:35)
2,4 , 1,0,,0,C,Gail-SEIPL-GTA1-REV0 C-REV0,1-2-1604-1141S1-0-1-0-1,104,4,1,G, 	(16-MAY-2025 14:13:35)
