2 ,4 , Gail , C , 26 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 26 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 21 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 24 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 45 , 01/05/2024 00:00:00 , P6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 40 , 01/07/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 5 , 28/05/2024 00:00:00 , P8, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 48 , 01/08/2024 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 25 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 3 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 1 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 4 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 12 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 17 , 23/08/2016 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 8 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 15 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 5 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 11 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 16 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 10 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 14 , 08/03/2007 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 6 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 7 , 08/03/2007 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 7 , 08/03/2010 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 13 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 9 , 08/03/2007 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 4 , 01/06/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 4 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 4 , 01/07/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 19 , 08/03/2007 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 19 , 01/07/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 49 , 01/08/2024 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 3 , 01/06/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 34 , 01/07/2022 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 34 , 01/07/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 35 , 01/07/2022 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 35 , 01/07/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 20 , 08/03/2007 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 28 , 01/06/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , C , 6 , 28/05/2024 00:00:00 , P8, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 10 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 7 , 21/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 7 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 3 , 21/09/2023 00:00:00 , P1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 3 , 01/09/2023 00:00:00 , P1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 11 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 13 , 01/10/2024 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 1 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 12 , 01/08/2024 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 5 , 21/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 5 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 4 , 01/09/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 6 , 21/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 6 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 2 , 01/09/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 8 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 9 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 10 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 7 , 21/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 7 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 3 , 21/09/2023 00:00:00 , P1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 3 , 01/09/2023 00:00:00 , P1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 11 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 13 , 01/10/2024 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 1 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 12 , 01/08/2024 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 5 , 21/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 5 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 4 , 01/09/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 4 , 21/09/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 6 , 21/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 6 , 01/09/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 2 , 01/09/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 8 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,4 , Gail , R , 9 , 01/09/2023 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 , , BPL , C , 1 , 09/04/2010 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 , , BPL , C , 2 , 09/04/2010 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 , , BPL , C , 3 , 09/04/2010 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 , , BPL , C , 1 , 09/04/2010 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 , , BPL , C , 2 , 09/04/2010 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 , , BPL , C , 3 , 09/04/2010 00:00:00 , C, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 6 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 4 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 7 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 8 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 5 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 3 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 2 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 6 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 1 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 4 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 7 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 8 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,217 , ESL , C , 5 , 26/08/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 20 , 01/02/2024 00:00:00 , 4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 20 , 24/07/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 6 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 29 , 01/10/2022 00:00:00 , P6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 29 , 01/02/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 01/08/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , 3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 5 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 22 , 01/11/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 30 , 01/10/2022 00:00:00 , P5, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 15 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 14 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 18/11/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 21/04/2010 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 21/05/2010 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 13 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 6 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 16 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 9 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 18/11/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 21/04/2010 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 5 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 19 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 20 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 4 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 7 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 17 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 22 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 18 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 23 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 10 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 21 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 11 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 18/11/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 21/04/2010 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 8 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 7 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 21 , 01/02/2024 00:00:00 , 2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 21 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 24 , 01/02/2024 00:00:00 , 3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 27 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 27 , 01/02/2024 00:00:00 , 2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 01/11/2023 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 28 , 01/10/2022 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 28 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 17/10/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 18 , 01/02/2024 00:00:00 , 4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 4 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 4 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P5, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 33 , 20/12/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 19 , 01/02/2024 00:00:00 , 5, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 19 , 31/01/2024 00:00:00 , P5, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 20 , 01/02/2024 00:00:00 , 4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 20 , 24/07/2023 00:00:00 , P4, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 6 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 29 , 01/10/2022 00:00:00 , P6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 29 , 01/02/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 01/08/2023 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 01/02/2024 00:00:00 , 3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 5 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 5 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 22 , 01/11/2023 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 30 , 01/10/2022 00:00:00 , P5, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 15 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 14 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 18/11/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 21/04/2010 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 21/05/2010 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 13 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 6 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 16 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 9 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 18/11/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 2 , 21/04/2010 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 5 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 19 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 20 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 4 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 7 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 17 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 22 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 18 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 23 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 10 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 21 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 11 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 18/11/2006 00:00:00 , 0, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 1 , 21/04/2010 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 8 , 18/11/2006 00:00:00 , R, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 7 , 30/01/2024 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 7 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 21 , 01/02/2024 00:00:00 , 2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 21 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 24 , 01/02/2024 00:00:00 , 3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 24 , 01/10/2022 00:00:00 , P3, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 27 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 27 , 01/02/2024 00:00:00 , 2, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 01/02/2024 00:00:00 , 1, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 12 , 01/10/2022 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 3 , 01/11/2023 00:00:00 , B, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
2 ,5 , NTPC , C , 28 , 01/10/2022 00:00:00 , 6, 	(21-FEB-2025 15:23:13)	 (Not Inserted)
