
SELNG,7002, M ,16, 0 , N ,725056, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7003, M ,17, 0 , N ,725057, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7005, M ,18, 0 , N ,725058, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7006, M ,19, 0 , N ,725059, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7008, M ,20, 0 , N ,725060, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7009, M ,21, 0 , N ,725061, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7010, M ,22, 0 , N ,725062, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7011, M ,23, 0 , N ,725063, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7013, M ,24, 0 , N ,725064, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7014, M ,25, 0 , N ,725065, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7015, M ,26, 0 , N ,725066, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7016, M ,27, 0 , N ,725067, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7017, M ,28, 0 , N ,725068, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7018, M ,29, 0 , N ,725069, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7021, M ,30, 0 , N ,725070, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7025, M ,31, 0 , N ,725071, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7026, M ,32, 0 , N ,725072, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7027, M ,33, 0 , N ,725073, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7028, M ,34, 0 , N ,725074, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,7029, M ,35, 0 , N ,725075, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8002, M ,36, 0 , N ,725076, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8003, M ,37, 0 , N ,725077, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8004, M ,38, 0 , N ,725078, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8005, M ,39, 0 , N ,725079, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8006, M ,40, 0 , N ,725080, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8008, M ,41, 0 , N ,725081, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8009, M ,42, 0 , N ,725082, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8010, M ,43, 0 , N ,725083, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8011, M ,44, 0 , N ,725084, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8012, M ,45, 0 , N ,725085, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8016, M ,46, 0 , N ,725086, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8018, M ,47, 0 , N ,725087, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8020, M ,48, 0 , N ,725088, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8022, M ,49, 0 , N ,725089, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8023, M ,50, 0 , N ,725090, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8024, M ,51, 0 , N ,725091, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,8027, M ,52, 0 , N ,725092, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,21014, M ,53, 0 , N ,725093, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,21016, M ,54, 0 , N ,725094, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,21017, M ,55, 0 , N ,725095, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,21018, M ,56, 0 , N ,725096, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,21023, M ,57, 0 , N ,725097, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,22002, M ,58, 0 , N ,725098, 0 ,1, 	(16-MAY-2025 10:54:01)
SELNG,22014, M ,59, 0 , N ,725099, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,8029, M ,1, 0 , N ,725100, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,8030, M ,2, 0 , N ,725101, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9001, M ,3, 0 , N ,725102, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9002, M ,4, 0 , N ,725103, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9006, M ,5, 0 , N ,725104, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9008, M ,6, 0 , N ,725105, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9009, M ,7, 0 , N ,725106, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9010, M ,8, 0 , N ,725107, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9015, M ,9, 0 , N ,725108, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9019, M ,10, 0 , N ,725109, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9020, M ,11, 0 , N ,725110, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,9022, M ,12, 0 , N ,725111, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10001, M ,13, 0 , N ,725112, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10003, M ,14, 0 , N ,725113, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10006, M ,15, 0 , N ,725114, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10007, M ,16, 0 , N ,725115, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10008, M ,17, 0 , N ,725116, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10011, M ,18, 0 , N ,725117, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,10012, M ,19, 0 , N ,725118, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,11001, M ,20, 0 , N ,725119, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,11003, M ,21, 0 , N ,725120, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,11004, M ,22, 0 , N ,725121, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,11005, M ,23, 0 , N ,725122, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,11007, M ,24, 0 , N ,725123, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14001, M ,25, 0 , N ,725124, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14002, M ,26, 0 , N ,725125, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14003, M ,27, 0 , N ,725126, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14004, M ,28, 0 , N ,725127, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14005, M ,29, 0 , N ,725128, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14006, M ,30, 0 , N ,725129, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14007, M ,31, 0 , N ,725130, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14008, M ,32, 0 , N ,725131, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14009, M ,33, 0 , N ,725132, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,14009, M ,33, 0 , N ,725132, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,14009, M ,33, 0 , N ,725132, 0 ,3, 	(16-MAY-2025 10:54:01)
SITME,14009, M ,33, 0 , N ,725132, 0 ,4, 	(16-MAY-2025 10:54:01)
SITME,14009, M ,33, 0 , N ,725132, 0 ,5, 	(16-MAY-2025 10:54:01)
SITME,14009, M ,33, 0 , N ,725132, 0 ,6, 	(16-MAY-2025 10:54:01)
SITME,15001, M ,34, 0 , N ,725133, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,16001, M ,35, 0 , N ,725134, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,17001, M ,36, 0 , N ,725135, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19001, M ,37, 0 , N ,725136, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19002, M ,38, 0 , N ,725137, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19003, M ,39, 0 , N ,725138, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19004, M ,40, 0 , N ,725139, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19005, M ,41, 0 , N ,725140, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19006, M ,42, 0 , N ,725141, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19007, M ,43, 0 , N ,725142, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19008, M ,44, 0 , N ,725143, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19009, M ,45, 0 , N ,725144, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19010, M ,46, 0 , N ,725145, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19011, M ,47, 0 , N ,725146, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19012, M ,48, 0 , N ,725147, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19013, M ,49, 0 , N ,725148, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19014, M ,50, 0 , N ,725149, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19015, M ,51, 0 , N ,725150, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19016, M ,52, 0 , N ,725151, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19017, M ,53, 0 , N ,725152, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19018, M ,54, 0 , N ,725153, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19019, M ,55, 0 , N ,725154, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19020, M ,56, 0 , N ,725155, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19021, M ,57, 0 , N ,725156, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19022, M ,58, 0 , N ,725157, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19023, M ,59, 0 , N ,725158, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19024, M ,60, 0 , N ,725159, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19025, M ,61, 0 , N ,725160, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19026, M ,62, 0 , N ,725161, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19027, M ,63, 0 , N ,725162, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19027, M ,63, 0 , N ,725162, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,19028, M ,64, 0 , N ,725163, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19028, M ,64, 0 , N ,725163, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,19029, M ,65, 0 , N ,725164, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,19030, M ,66, 0 , N ,725165, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20001, M ,67, 0 , N ,725166, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20002, M ,68, 0 , N ,725167, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20003, M ,69, 0 , N ,725168, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20005, M ,70, 0 , N ,725169, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20007, M ,71, 0 , N ,725170, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20010, M ,72, 0 , N ,725171, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20011, M ,73, 0 , N ,725172, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20012, M ,74, 0 , N ,725173, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20013, M ,75, 0 , N ,725174, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20013, M ,75, 0 , N ,725174, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,20013, M ,75, 0 , N ,725174, 0 ,3, 	(16-MAY-2025 10:54:01)
SITME,20013, M ,75, 0 , N ,725174, 0 ,4, 	(16-MAY-2025 10:54:01)
SITME,20014, M ,76, 0 , N ,725175, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20015, M ,77, 0 , N ,725176, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20016, M ,78, 0 , N ,725177, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20017, M ,79, 0 , N ,725178, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20018, M ,80, 0 , N ,725179, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20019, M ,81, 0 , N ,725180, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20022, M ,82, 0 , N ,725181, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,20022, M ,82, 0 , N ,725181, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,20022, M ,82, 0 , N ,725181, 0 ,3, 	(16-MAY-2025 10:54:01)
SITME,21002, M ,83, 0 , N ,725182, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,21003, M ,84, 0 , N ,725183, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,21004, M ,85, 0 , N ,725184, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,21007, M ,86, 0 , N ,725185, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,21007, M ,86, 0 , N ,725185, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,21009, M ,87, 0 , N ,725186, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,21009, M ,87, 0 , N ,725186, 0 ,2, 	(16-MAY-2025 10:54:01)
SITME,21009, M ,87, 0 , N ,725186, 0 ,3, 	(16-MAY-2025 10:54:01)
SITME,21010, M ,88, 0 , N ,725187, 0 ,1, 	(16-MAY-2025 10:54:01)
SITME,21013, M ,89, 0 , N ,725188, 0 ,1, 	(16-MAY-2025 10:54:01)
DT,7030, M ,1, 0 , N ,725189, 0 ,1, 	(16-MAY-2025 10:54:01)
DT,7031, M ,2, 0 , N ,725190, 0 ,1, 	(16-MAY-2025 10:54:01)
DT,8031, M ,3, 0 , N ,725191, 0 ,1, 	(16-MAY-2025 10:54:01)
DT,10010, M ,4, 0 , N ,725192, 0 ,1, 	(16-MAY-2025 10:54:01)
ThirdParty,20004, M ,1, 0 , N ,725193, 0 ,1, 	(16-MAY-2025 10:54:01)
ThirdParty,20009, M ,2, 0 , N ,725194, 0 ,1, 	(16-MAY-2025 10:54:01)
ThirdParty,20020, M ,3, 0 , N ,725195, 0 ,1, 	(16-MAY-2025 10:54:01)
ThirdParty,20021, M ,4, 0 , N ,725196, 0 ,1, 	(16-MAY-2025 10:54:01)
ThirdParty,21005, M ,5, 0 , N ,725197, 0 ,1, 	(16-MAY-2025 10:54:01)
ThirdParty,21005, M ,5, 0 , N ,725197, 0 ,2, 	(16-MAY-2025 10:54:01)
GUNSPL,21001, M ,1, 0 , N ,725198, 0 ,1, 	(16-MAY-2025 10:54:01)
GUNSPL,21015, M ,2, 0 , N ,725199, 0 ,1, 	(16-MAY-2025 10:54:01)
RIL,21006, M ,1, 0 , N ,725200, 0 ,1, 	(16-MAY-2025 10:54:01)
AMNS-T,21012, M ,1, 0 , N ,725201, 0 ,1, 	(16-MAY-2025 10:54:01)
AMNS-T,21024, M ,2, 0 , N ,725202, 0 ,1, 	(16-MAY-2025 10:54:01)
AMNS-T,21025, M ,3, 0 , N ,725203, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23007, M ,1, 0 , N ,725204, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23010, M ,2, 0 , N ,725205, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23011, M ,3, 0 , N ,725206, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23014, M ,4, 0 , N ,725207, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23022, M ,5, 0 , N ,725208, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23023, M ,6, 0 , N ,725209, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23026, M ,7, 0 , N ,725210, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23033, M ,8, 0 , N ,725211, 0 ,2, 	(16-MAY-2025 10:54:01)
SITMEFZ,23033, M ,8, 0 , N ,725211, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,23040, M ,9, 0 , N ,725212, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,24002, M ,10, 0 , N ,725213, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,24002, M ,10, 0 , N ,725213, 0 ,2, 	(16-MAY-2025 10:54:01)
SITMEFZ,24002, M ,10, 0 , N ,725213, 0 ,3, 	(16-MAY-2025 10:54:01)
SITMEFZ,24004, M ,11, 0 , N ,725214, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,24008, M ,12, 0 , N ,725215, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,24009, M ,13, 0 , N ,725216, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,24013, M ,14, 0 , N ,725217, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,25009, M ,15, 0 , N ,725218, 0 ,1, 	(16-MAY-2025 10:54:01)
SITMEFZ,25015, M ,16, 0 , N ,725219, 0 ,1, 	(16-MAY-2025 10:54:01)

TOTAL DATA EXTRACTED :,250,  	(16-MAY-2025 10:54:02)
 
<<END>>,<<FMS_TRADER_CARGO_MST>>, 	(16-MAY-2025 10:54:02)
 
<<START>>,<<FMS_SECURITY_DEAL_MAP>>, 	(16-MAY-2025 10:54:02)
 
CONT_MAPPING_ID,ALLOC_DT,TIMESTAMP

TOTAL DATA EXTRACTED :,116,  	(16-MAY-2025 10:54:02)
 
<<END>>,<<FMS_SECURITY_DEAL_MAP>>, 	(16-MAY-2025 10:54:02)
 
<<START>>,<<FMS_SECURITY_MST>>, 	(16-MAY-2025 10:54:02)
 
CONT_MAPPING_ID,ALLOC_DT,TIMESTAMP
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
,, 	(16-MAY-2025 10:54:02)
