
85, M ,49, 0 , N ,725100, 0 , 	(17-MAY-2025 18:01:29)
85, M ,50, 0 , N ,725101, 0 , 	(17-MAY-2025 18:01:29)
85, M ,51, 0 , N ,725102, 0 , 	(17-MAY-2025 18:01:29)
85, M ,52, 0 , N ,725103, 0 , 	(17-MAY-2025 18:01:29)
85, M ,53, 0 , N ,725104, 0 , 	(17-MAY-2025 18:01:29)
85, M ,54, 0 , N ,725105, 0 , 	(17-MAY-2025 18:01:29)
85, M ,55, 0 , N ,725106, 0 , 	(17-MAY-2025 18:01:29)
85, M ,56, 0 , N ,725107, 0 , 	(17-MAY-2025 18:01:29)
85, M ,57, 0 , N ,725108, 0 , 	(17-MAY-2025 18:01:29)
85, M ,58, 0 , N ,725109, 0 , 	(17-MAY-2025 18:01:29)
85, M ,59, 0 , N ,725110, 0 , 	(17-MAY-2025 18:01:29)
85, M ,60, 0 , N ,725111, 0 , 	(17-MAY-2025 18:01:29)
86, M ,2, 0 , N ,725112, 0 , 	(17-MAY-2025 18:01:29)
86, M ,3, 0 , N ,725113, 0 , 	(17-MAY-2025 18:01:29)
86, M ,4, 0 , N ,725114, 0 , 	(17-MAY-2025 18:01:29)
86, M ,5, 0 , N ,725115, 0 , 	(17-MAY-2025 18:01:29)
86, M ,6, 0 , N ,725116, 0 , 	(17-MAY-2025 18:01:29)
86, M ,7, 0 , N ,725117, 0 , 	(17-MAY-2025 18:01:29)
86, M ,8, 0 , N ,725118, 0 , 	(17-MAY-2025 18:01:29)
86, M ,9, 0 , N ,725119, 0 , 	(17-MAY-2025 18:01:29)
86, M ,10, 0 , N ,725120, 0 , 	(17-MAY-2025 18:01:29)
86, M ,11, 0 , N ,725121, 0 , 	(17-MAY-2025 18:01:29)
86, M ,12, 0 , N ,725122, 0 , 	(17-MAY-2025 18:01:29)
86, M ,13, 0 , N ,725123, 0 , 	(17-MAY-2025 18:01:29)
86, M ,14, 0 , N ,725124, 0 , 	(17-MAY-2025 18:01:29)
86, M ,15, 0 , N ,725125, 0 , 	(17-MAY-2025 18:01:29)
86, M ,16, 0 , N ,725126, 0 , 	(17-MAY-2025 18:01:29)
86, M ,17, 0 , N ,725127, 0 , 	(17-MAY-2025 18:01:29)
86, M ,18, 0 , N ,725128, 0 , 	(17-MAY-2025 18:01:29)
86, M ,19, 0 , N ,725129, 0 , 	(17-MAY-2025 18:01:29)
86, M ,20, 0 , N ,725130, 0 , 	(17-MAY-2025 18:01:29)
86, M ,21, 0 , N ,725131, 0 , 	(17-MAY-2025 18:01:29)
86, M ,22, 0 , N ,725132, 0 , 	(17-MAY-2025 18:01:29)
86, M ,23, 0 , N ,725133, 0 , 	(17-MAY-2025 18:01:29)
86, M ,24, 0 , N ,725134, 0 , 	(17-MAY-2025 18:01:29)
86, M ,25, 0 , N ,725135, 0 , 	(17-MAY-2025 18:01:29)
86, M ,26, 0 , N ,725136, 0 , 	(17-MAY-2025 18:01:29)
86, M ,27, 0 , N ,725137, 0 , 	(17-MAY-2025 18:01:29)
86, M ,28, 0 , N ,725138, 0 , 	(17-MAY-2025 18:01:29)
86, M ,29, 0 , N ,725139, 0 , 	(17-MAY-2025 18:01:29)
86, M ,30, 0 , N ,725140, 0 , 	(17-MAY-2025 18:01:29)
86, M ,31, 0 , N ,725141, 0 , 	(17-MAY-2025 18:01:29)
86, M ,32, 0 , N ,725142, 0 , 	(17-MAY-2025 18:01:29)
86, M ,33, 0 , N ,725143, 0 , 	(17-MAY-2025 18:01:29)
86, M ,34, 0 , N ,725144, 0 , 	(17-MAY-2025 18:01:29)
86, M ,35, 0 , N ,725145, 0 , 	(17-MAY-2025 18:01:29)
86, M ,36, 0 , N ,725146, 0 , 	(17-MAY-2025 18:01:29)
86, M ,37, 0 , N ,725147, 0 , 	(17-MAY-2025 18:01:29)
86, M ,38, 0 , N ,725148, 0 , 	(17-MAY-2025 18:01:29)
86, M ,39, 0 , N ,725149, 0 , 	(17-MAY-2025 18:01:29)
86, M ,40, 0 , N ,725150, 0 , 	(17-MAY-2025 18:01:29)
86, M ,41, 0 , N ,725151, 0 , 	(17-MAY-2025 18:01:29)
86, M ,42, 0 , N ,725152, 0 , 	(17-MAY-2025 18:01:29)
86, M ,43, 0 , N ,725153, 0 , 	(17-MAY-2025 18:01:29)
86, M ,44, 0 , N ,725154, 0 , 	(17-MAY-2025 18:01:29)
86, M ,45, 0 , N ,725155, 0 , 	(17-MAY-2025 18:01:29)
86, M ,46, 0 , N ,725156, 0 , 	(17-MAY-2025 18:01:29)
86, M ,47, 0 , N ,725157, 0 , 	(17-MAY-2025 18:01:29)
86, M ,48, 0 , N ,725158, 0 , 	(17-MAY-2025 18:01:29)
86, M ,49, 0 , N ,725159, 0 , 	(17-MAY-2025 18:01:29)
86, M ,50, 0 , N ,725160, 0 , 	(17-MAY-2025 18:01:29)
86, M ,51, 0 , N ,725161, 0 , 	(17-MAY-2025 18:01:29)
86, M ,52, 0 , N ,725162, 0 , 	(17-MAY-2025 18:01:29)
86, M ,53, 0 , N ,725163, 0 , 	(17-MAY-2025 18:01:29)
86, M ,54, 0 , N ,725164, 0 , 	(17-MAY-2025 18:01:29)
86, M ,55, 0 , N ,725165, 0 , 	(17-MAY-2025 18:01:29)
86, M ,56, 0 , N ,725166, 0 , 	(17-MAY-2025 18:01:29)
86, M ,57, 0 , N ,725167, 0 , 	(17-MAY-2025 18:01:29)
86, M ,58, 0 , N ,725168, 0 , 	(17-MAY-2025 18:01:29)
86, M ,59, 0 , N ,725169, 0 , 	(17-MAY-2025 18:01:29)
86, M ,60, 0 , N ,725170, 0 , 	(17-MAY-2025 18:01:29)
86, M ,61, 0 , N ,725171, 0 , 	(17-MAY-2025 18:01:29)
86, M ,62, 0 , N ,725172, 0 , 	(17-MAY-2025 18:01:29)
86, M ,63, 0 , N ,725173, 0 , 	(17-MAY-2025 18:01:29)
86, M ,64, 0 , N ,725174, 0 , 	(17-MAY-2025 18:01:29)
86, M ,65, 0 , N ,725175, 0 , 	(17-MAY-2025 18:01:29)
86, M ,66, 0 , N ,725176, 0 , 	(17-MAY-2025 18:01:29)
86, M ,67, 0 , N ,725177, 0 , 	(17-MAY-2025 18:01:29)
86, M ,68, 0 , N ,725178, 0 , 	(17-MAY-2025 18:01:29)
86, M ,69, 0 , N ,725179, 0 , 	(17-MAY-2025 18:01:29)
86, M ,70, 0 , N ,725180, 0 , 	(17-MAY-2025 18:01:29)
86, M ,71, 0 , N ,725181, 0 , 	(17-MAY-2025 18:01:29)
86, M ,72, 0 , N ,725182, 0 , 	(17-MAY-2025 18:01:29)
86, M ,73, 0 , N ,725183, 0 , 	(17-MAY-2025 18:01:29)
86, M ,74, 0 , N ,725184, 0 , 	(17-MAY-2025 18:01:29)
86, M ,75, 0 , N ,725185, 0 , 	(17-MAY-2025 18:01:29)
86, M ,76, 0 , N ,725186, 0 , 	(17-MAY-2025 18:01:29)
86, M ,77, 0 , N ,725187, 0 , 	(17-MAY-2025 18:01:29)
86, M ,78, 0 , N ,725188, 0 , 	(17-MAY-2025 18:01:29)
86, M ,79, 0 , N ,725189, 0 , 	(17-MAY-2025 18:01:29)
86, M ,80, 0 , N ,725190, 0 , 	(17-MAY-2025 18:01:29)
86, M ,81, 0 , N ,725191, 0 , 	(17-MAY-2025 18:01:29)
86, M ,82, 0 , N ,725192, 0 , 	(17-MAY-2025 18:01:29)
86, M ,83, 0 , N ,725193, 0 , 	(17-MAY-2025 18:01:29)
86, M ,84, 0 , N ,725194, 0 , 	(17-MAY-2025 18:01:29)
86, M ,85, 0 , N ,725195, 0 , 	(17-MAY-2025 18:01:29)
86, M ,86, 0 , N ,725196, 0 , 	(17-MAY-2025 18:01:29)
86, M ,87, 0 , N ,725197, 0 , 	(17-MAY-2025 18:01:29)
86, M ,88, 0 , N ,725198, 0 , 	(17-MAY-2025 18:01:29)
86, M ,89, 0 , N ,725199, 0 , 	(17-MAY-2025 18:01:29)
86, M ,90, 0 , N ,725200, 0 , 	(17-MAY-2025 18:01:29)
86, M ,91, 0 , N ,725201, 0 , 	(17-MAY-2025 18:01:29)
86, M ,92, 0 , N ,725202, 0 , 	(17-MAY-2025 18:01:29)
86, M ,93, 0 , N ,725203, 0 , 	(17-MAY-2025 18:01:29)
86, M ,94, 0 , N ,725204, 0 , 	(17-MAY-2025 18:01:29)
86, M ,95, 0 , N ,725205, 0 , 	(17-MAY-2025 18:01:29)
86, M ,96, 0 , N ,725206, 0 , 	(17-MAY-2025 18:01:29)
86, M ,97, 0 , N ,725207, 0 , 	(17-MAY-2025 18:01:29)
86, M ,98, 0 , N ,725208, 0 , 	(17-MAY-2025 18:01:29)
86, M ,99, 0 , N ,725209, 0 , 	(17-MAY-2025 18:01:29)
86, M ,100, 0 , N ,725210, 0 , 	(17-MAY-2025 18:01:29)
86, M ,101, 0 , N ,725211, 0 , 	(17-MAY-2025 18:01:29)
86, M ,102, 0 , N ,725212, 0 , 	(17-MAY-2025 18:01:29)
86, M ,103, 0 , N ,725213, 0 , 	(17-MAY-2025 18:01:29)
86, M ,104, 0 , N ,725214, 0 , 	(17-MAY-2025 18:01:29)
86, M ,105, 0 , N ,725215, 0 , 	(17-MAY-2025 18:01:29)
87, M ,2, 0 , N ,725216, 0 , 	(17-MAY-2025 18:01:29)
87, M ,3, 0 , N ,725217, 0 , 	(17-MAY-2025 18:01:29)
87, M ,4, 0 , N ,725218, 0 , 	(17-MAY-2025 18:01:29)
87, M ,5, 0 , N ,725219, 0 , 	(17-MAY-2025 18:01:29)
88, M ,2, 0 , N ,725220, 0 , 	(17-MAY-2025 18:01:29)
88, M ,3, 0 , N ,725221, 0 , 	(17-MAY-2025 18:01:29)
88, M ,4, 0 , N ,725222, 0 , 	(17-MAY-2025 18:01:29)
88, M ,5, 0 , N ,725223, 0 , 	(17-MAY-2025 18:01:29)
88, M ,6, 0 , N ,725224, 0 , 	(17-MAY-2025 18:01:29)
88, M ,7, 0 , N ,725225, 0 , 	(17-MAY-2025 18:01:29)
89, M ,2, 0 , N ,725226, 0 , 	(17-MAY-2025 18:01:29)
89, M ,3, 0 , N ,725227, 0 , 	(17-MAY-2025 18:01:29)
90, M ,2, 0 , N ,725228, 0 , 	(17-MAY-2025 18:01:29)
92, M ,2, 0 , N ,725229, 0 , 	(17-MAY-2025 18:01:29)
92, M ,3, 0 , N ,725230, 0 , 	(17-MAY-2025 18:01:29)
92, M ,4, 0 , N ,725231, 0 , 	(17-MAY-2025 18:01:29)
252, M ,2, 0 , N ,725232, 0 , 	(17-MAY-2025 18:01:30)
252, M ,3, 0 , N ,725233, 0 , 	(17-MAY-2025 18:01:30)
252, M ,4, 0 , N ,725234, 0 , 	(17-MAY-2025 18:01:30)
252, M ,5, 0 , N ,725235, 0 , 	(17-MAY-2025 18:01:30)
252, M ,6, 0 , N ,725236, 0 , 	(17-MAY-2025 18:01:30)
252, M ,7, 0 , N ,725237, 0 , 	(17-MAY-2025 18:01:30)
252, M ,8, 0 , N ,725238, 0 , 	(17-MAY-2025 18:01:30)
252, M ,9, 0 , N ,725239, 0 , 	(17-MAY-2025 18:01:30)
252, M ,10, 0 , N ,725240, 0 , 	(17-MAY-2025 18:01:30)
252, M ,11, 0 , N ,725241, 0 , 	(17-MAY-2025 18:01:30)
252, M ,12, 0 , N ,725242, 0 , 	(17-MAY-2025 18:01:30)
252, M ,13, 0 , N ,725243, 0 , 	(17-MAY-2025 18:01:30)
252, M ,14, 0 , N ,725244, 0 , 	(17-MAY-2025 18:01:30)
252, M ,15, 0 , N ,725245, 0 , 	(17-MAY-2025 18:01:30)
252, M ,16, 0 , N ,725246, 0 , 	(17-MAY-2025 18:01:30)
252, M ,17, 0 , N ,725247, 0 , 	(17-MAY-2025 18:01:30)
252, M ,18, 0 , N ,725248, 0 , 	(17-MAY-2025 18:01:30)
252, M ,19, 0 , N ,725249, 0 , 	(17-MAY-2025 18:01:30)
252, M ,20, 0 , N ,725250, 0 , 	(17-MAY-2025 18:01:30)

TOTAL DATA EXTRACTED :,250,  	(17-MAY-2025 18:01:30)
 
<<END>>,<<FMS_TRADER_CN_MST>>, 	(17-MAY-2025 18:01:30)
 
<<START>>,<<FMS_TRADER_CARGO_MST>>, 	(17-MAY-2025 18:01:30)
 
ABBR,MAN_CD,AGMT_TYPE,AGMT_NO,AGMR_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,TIMESTAMP
HPCL,22009, M ,1, 0 , N ,725001, 0 ,1, 	(17-MAY-2025 18:01:30)
AMNS,22012, M ,1, 0 , N ,725002, 0 ,1, 	(17-MAY-2025 18:01:30)
AMNS,22017, M ,2, 0 , N ,725003, 0 ,1, 	(17-MAY-2025 18:01:30)
SEMTPL,22018, M ,1, 0 , N ,725004, 0 ,1, 	(17-MAY-2025 18:01:30)
SEMTPL,22019, M ,2, 0 , N ,725005, 0 ,1, 	(17-MAY-2025 18:01:30)
TGPL,5002, M ,1, 0 , N ,725006, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,6003, M ,2, 0 , N ,725007, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,6012, M ,3, 0 , N ,725008, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7004, M ,4, 0 , N ,725009, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7007, M ,5, 0 , N ,725010, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7012, M ,6, 0 , N ,725011, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7019, M ,7, 0 , N ,725012, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7020, M ,8, 0 , N ,725013, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7022, M ,9, 0 , N ,725014, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7023, M ,10, 0 , N ,725015, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,7024, M ,11, 0 , N ,725016, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8001, M ,12, 0 , N ,725017, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8007, M ,13, 0 , N ,725018, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8013, M ,14, 0 , N ,725019, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8014, M ,15, 0 , N ,725020, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8015, M ,16, 0 , N ,725021, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8017, M ,17, 0 , N ,725022, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8019, M ,18, 0 , N ,725023, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8021, M ,19, 0 , N ,725024, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8025, M ,20, 0 , N ,725025, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8026, M ,21, 0 , N ,725026, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,8028, M ,22, 0 , N ,725027, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,9003, M ,23, 0 , N ,725028, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,9004, M ,24, 0 , N ,725029, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,9005, M ,25, 0 , N ,725030, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,9007, M ,26, 0 , N ,725031, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,9017, M ,27, 0 , N ,725032, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,10002, M ,28, 0 , N ,725033, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,10004, M ,29, 0 , N ,725034, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,10005, M ,30, 0 , N ,725035, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,10009, M ,31, 0 , N ,725036, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,10009, M ,31, 0 , N ,725036, 0 ,2, 	(17-MAY-2025 18:01:31)
TGPL,10009, M ,31, 0 , N ,725036, 0 ,3, 	(17-MAY-2025 18:01:31)
TGPL,10009, M ,31, 0 , N ,725036, 0 ,4, 	(17-MAY-2025 18:01:31)
TGPL,10009, M ,31, 0 , N ,725036, 0 ,5, 	(17-MAY-2025 18:01:31)
TGPL,10009, M ,31, 0 , N ,725036, 0 ,6, 	(17-MAY-2025 18:01:31)
TGPL,11002, M ,32, 0 , N ,725037, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,11006, M ,33, 0 , N ,725038, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,11008, M ,34, 0 , N ,725039, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,11008, M ,34, 0 , N ,725039, 0 ,2, 	(17-MAY-2025 18:01:31)
TGPL,11008, M ,34, 0 , N ,725039, 0 ,3, 	(17-MAY-2025 18:01:31)
TGPL,11010, M ,35, 0 , N ,725040, 0 ,1, 	(17-MAY-2025 18:01:31)
TGPL,11010, M ,35, 0 , N ,725040, 0 ,2, 	(17-MAY-2025 18:01:31)
TGPL,11010, M ,35, 0 , N ,725040, 0 ,3, 	(17-MAY-2025 18:01:31)
TGPL,11010, M ,35, 0 , N ,725040, 0 ,4, 	(17-MAY-2025 18:01:31)
TGPL,11010, M ,35, 0 , N ,725040, 0 ,5, 	(17-MAY-2025 18:01:31)
TGPL,11010, M ,35, 0 , N ,725040, 0 ,6, 	(17-MAY-2025 18:01:31)
SELNG,5001, M ,1, 0 , N ,725041, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,5003, M ,2, 0 , N ,725042, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6001, M ,3, 0 , N ,725043, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6002, M ,4, 0 , N ,725044, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6004, M ,5, 0 , N ,725045, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6005, M ,6, 0 , N ,725046, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6006, M ,7, 0 , N ,725047, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6007, M ,8, 0 , N ,725048, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6008, M ,9, 0 , N ,725049, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6009, M ,10, 0 , N ,725050, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6010, M ,11, 0 , N ,725051, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6011, M ,12, 0 , N ,725052, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6013, M ,13, 0 , N ,725053, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,6014, M ,14, 0 , N ,725054, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7001, M ,15, 0 , N ,725055, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7002, M ,16, 0 , N ,725056, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7003, M ,17, 0 , N ,725057, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7005, M ,18, 0 , N ,725058, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7006, M ,19, 0 , N ,725059, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7008, M ,20, 0 , N ,725060, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7009, M ,21, 0 , N ,725061, 0 ,1, 	(17-MAY-2025 18:01:31)
SELNG,7010, M ,22, 0 , N ,725062, 0 ,1, 	(17-MAY-2025 18:01:31)
